ID,Title,Instructors,Rating,Level,URL,Duration,Description,Practice Questions,Is Paid,Price (VND)
6373255,GCP Associate Cloud Engineer [ACE] - Practice Exams [2025],Ravinder | IT Certifications,5.0,All Levels,https://www.udemy.com/course/gcp-associate-cloud-engineer-ace-practice-exams-2025/,160 questions,"Identify Knowledge Gaps: Practice tests will pinpoint areas where you need further study and improve your understanding of key GCP concepts.; Develop Exam Strategies: Gain valuable insights into exam question formats, time management techniques, and effective test-taking strategies.; Build Confidence: Repeated practice will boost your confidence and reduce exam anxiety, allowing you to perform at your best on exam day.",160,True,"489,000"
6531879,IBM Cloud Advocate v2 Certification Crash Course,Domas,5.0,Beginner Level,https://www.udemy.com/course/ibm-cloud-advocate-v2-certification-crash-course/,5.5 total hours,"Understand core cloud computing concepts including virtualization, cloud deployment models, and service models.; Navigate and leverage IBM Cloud services such as compute, storage, networking, and AI solutions to design scalable applications.; Implement best practices in cloud architecture, covering security, high availability, and cost optimization strategies.",0,True,"979,000"
6338291,ISTQB Advanced Level - CTAL - Test Analyst - TA,Lê Thị Bích,5.0,Intermediate Level,https://www.udemy.com/course/istqb-advanced-level-ctal-test-analyst-ta/,120 questions,Get familiar with the real exam (Làm quen với bài thi thật); There are answers and answer explanations (Có đáp án và giải thích đáp án); Prepare the appropriate amount of knowledge (Chuẩn bị được lượng kiến thức phù hợp),120,True,"899,000"
6631147,Practice Tests for CompTIA Security+ (Exam- SY0-701) *New*,Exam,5.0,All Levels,https://www.udemy.com/course/comptia-security-exam-sy0-701/,540 questions,"Assess their readiness for the CompTIA Security+ SY0-701 exam; Practice with 6 full-length, timed exams that simulate the real test; Master all key exam objectives through targeted questions",540,True,"419,000"
6607795,Cisco CCIE Data Center 350-601 DCCOR Practice Test Exam,HACKALYS Academy | 750.000+ Students Enrollments,5.0,All Levels,https://www.udemy.com/course/cisco-ccie-data-center-350-601-dccor-practice-test/,150 questions,"We cover all five domains of the Cisco CCIE Data Center 350-601 DCCOR (v3.1 ) exam, Including:; 1- Network (25%); 2- Compute (25%)",150,True,"1,350,000"
6050895,Survive Dead by Daylight,Grace,5.0,All Levels,https://www.udemy.com/course/survive-dead-by-daylight/,3 total hours,How to survive the dreaded public matches; How to level to P100; How to strategize against the killer,0,True,"1,330,000"
6452501,AWS Certified Cloud Practitioner (CLF-C02) - Practice Tests,Noman,5.0,Beginner Level,https://www.udemy.com/course/aws-certified-cloud-practitioner-clf-c02-practice-tests-2025-latest/,390 questions,Explain the value of the AWS Cloud.; Understand and explain the AWS shared responsibility model.; Understand security best practices.,390,True,"879,000"
5695306,"Unlocking Secrets: Cracking PDFs, Office Files, KeePass",Frank,5.0,Beginner Level,https://www.udemy.com/course/unlocking-secrets-cracking-pdfs-office-files-keepass/,31 total mins,Password Cracking Tools; Crack PDF passwords; Crack Office passwords,0,True,"1,120,000"
6102347,Build With AI: Python Frameworks and Tools,Amos,5.0,All Levels,https://www.udemy.com/course/build-with-ai-python-frameworks-and-tools/,5 total hours,Learn to start building apps with AI; Learn AI tools for Python; Learn the fundamentals of Python and AI,0,True,"459,000"
3302726,Microservices Architecture - The Complete Guide,Memi,4.514012,Intermediate Level,https://www.udemy.com/course/microservices-architecture-the-complete-guide/,5 total hours,What is Microservices Architecture and when to use it; Predecessors of Microservices and the problems with them; The 9 attributes of Microservices,0,True,"809,000"
915782,Master Microsoft PowerShell,Tom,4.5048623,Beginner Level,https://www.udemy.com/course/master-microsoft-powershell/,2 total hours,The ability to use PowerShell fundamentals to write functions and scripts that will save you time.; An opportunity to impress your colleagues and IT management with your PowerShell skills.,0,True,"1,610,000"
1453872,Java 8 New Features In Simple Way,DURGASOFT,4.6680555,All Levels,https://www.udemy.com/course/java-8-new-features-in-simple-way/,20.5 total hours,Student can learn complete picture about new features introduced as the part of Java 1.8; 1. Lambda Expressions          2. Functional Interfaces 3. Default methods in Interface 4. Static Methods in Interfaces. 5. Predicate 6. Function 7. Consumer 8. Supplier 9. Method Refernce & Constructor Reference by Double Colon(::) Operator. 10. Stream API 11. Date & Time API ( Joda API),0,True,"1,000,000"
2304734,The Complete Guide to Becoming a Software Architect,Memi,4.58573,Beginner Level,https://www.udemy.com/course/the-complete-guide-to-becoming-a-software-architect/,6 total hours,"Practical, proven techniques to becoming a great Software Architect.; The exact role of the Software Architect; Adopting Software Architect's mindset",0,True,"1,680,000"
5224522,ChatGPT for IT Workers,Kevin,4.5643697,All Levels,https://www.udemy.com/course/chatgpt-for-it-workers/,4.5 total hours,Use ChatGPT for scripting; Use ChatGPT for networking; Use ChatGPT for migrations,0,True,"859,000"
1685508,OpenShift for the Absolute Beginners,Mumshad; KodeKloud,4.4539595,Beginner Level,https://www.udemy.com/course/learn-openshift/,4.5 total hours,Deploy an Openshift Cluster; Deploy application on Openshift Cluster; Setup integration between Openshift and SCM,0,True,"1,870,000"
2813427,"Learn DevOps: Docker, Kubernetes, Terraform and Azure DevOps",in28Minutes; Ravi; Open Cloud Solutions |; Ranga Karanam |,4.5898347,All Levels,https://www.udemy.com/course/devops-with-docker-kubernetes-and-azure-devops/,21.5 total hours,"6 DEVOPS TOOLS - Docker, Kubernetes, Azure Devops, Jenkins, Terraform, and Ansible; LEARN DEVOPS fundamentals - CI, CD and IAAC; LEARN DEVOPS from ZERO - No experience required",0,True,"1,320,000"
1007250,Learn DevOps: The Complete Kubernetes Course,Edward,4.55,All Levels,https://www.udemy.com/course/learn-devops-the-complete-kubernetes-course/,15 total hours,"Install and configure Kubernetes (on your laptop/desktop or production grade cluster on AWS); Use Docker Client (with kubernetes), kubeadm, kops, or minikube to setup your cluster; Be able to run stateless and stateful applications on Kubernetes",10,True,"189,000"
3452232,Power Automate - Complete Guide to Microsoft Power Automate,Henry; The Intelligent,4.662782,All Levels,https://www.udemy.com/course/complete-guide-to-microsoft-power-automate-flow/,13 total hours,"Automate any task; Understand flow diagrams and how they visually represent a task; Create flows around everyday tasks, like sending an email or responding to an email",0,True,"1,030,000"
3685634,Azure Data Factory For Data Engineers - Project on Covid19,Ramesh,4.5974116,All Levels,https://www.udemy.com/course/learn-azure-data-factory-from-scratch/,13 total hours,"You will learn how to build a real-world data pipeline in Azure Data Factory (ADF).; You will acquire good Data Engineering skills in Azure using Azure Data Factory (ADF), Azure Data Lake Storage Gen2, Azure SQL Database and Azure Monitor; You will learn how to ingest data from sources such as HTTP and Azure Blob Storage into Azure Data Lake Gen2 using Azure Data Factory (ADF)",0,True,"699,000"
4008228,GCP for Beginners - Become a Google Cloud Digital Leader,in28Minutes; Ranga Karanam |,4.631188,All Levels,https://www.udemy.com/course/google-cloud-digital-leader-certification/,11.5 total hours,"Start your journey to become a Google Cloud Certified Cloud Digital Leader; Get hands-on with compute, networking, storage, and database services in Google Cloud Platform; Understand the best practices for building applications on the Google Cloud Platform",0,True,"1,640,000"
687720,Six Sigma: Certified Lean Six Sigma White Belt (Accredited),"Sandeep Kumar,",4.383895,Beginner Level,https://www.udemy.com/course/six-sigma-white-belt/,2 total hours,"Get a high-level overview of the Lean Six Sigma approach to process improvement, providing you with a solid foundation in this powerful methodology.; Understand the philosophy behind Six Sigma through engaging examples, such as the analogy of a plane landing on the strip, to illustrate precision and accuracy; DMAIC (Define, Measure, Analyze, Improve, Control) for enhancing existing processes, and DMADV (Define, Measure, Analyze, Design, Verify) for new processes.",0,True,"1,980,000"
3472502,Introduction to AWS - Understand AWS basics in 3 hours!,Rick,4.5692463,Beginner Level,https://www.udemy.com/course/awsintro/,4 total hours,"Learn basic concepts of key AWS services quickly; Use the AWS console to create EC2 instances, S3 buckets, and more!; Use downloadable PDF study quides to reinforce what you learn",0,True,"299,000"
535698,Maven Crash Course,Bharath,4.4678216,All Levels,https://www.udemy.com/course/mavencrashcourse/,6.5 total hours,Learn what Maven is and Why it is so popular; Master all the core concepts of Maven; Create and Build a project from the command line,0,True,"1,310,000"
2529790,AWS Certified Machine Learning Specialty 2025 - Hands On!,Sundog Education; Stephane Maarek; Frank; Sundog Education,4.6221805,Intermediate Level,https://www.udemy.com/course/aws-machine-learning/,15 total hours,"What to expect on the AWS Certified Machine Learning Specialty exam; Amazon SageMaker's built-in machine learning algorithms (XGBoost, BlazingText, Object Detection, etc.); Feature engineering techniques, including imputation, outliers, binning, and normalization",10,True,"239,000"
2350762,Snowflake Decoded - Master the Fundamental Concepts,Hamid,4.582865,Intermediate Level,https://www.udemy.com/course/snowflake-essentials/,5 total hours,Explore the Snowflake essentials: it’s unique architecture and differentiation; Master the staging and ingestion of bulk and streaming data from cloud storage; Discover Snowflake’s value proposition through its pricing model,0,True,"1,070,000"
1349660,Linux Shell Scripting: A Project-Based Approach to Learning,Jason,4.578125,All Levels,https://www.udemy.com/course/linux-shell-scripting-projects/,12.5 total hours,Write your very own Linux shell scripts using the concepts you learned in this course.,0,True,"1,290,000"
1111068,SAP S/4HANA Training - in Plain English,Siva,4.5329766,Intermediate Level,https://www.udemy.com/course/sap-s4hana-training/,7 total hours,Understand the fundamentals of SAP HANA in simple language; Understand the design philosophy of SAP S/4HANA from the ground up; Understand the future of SAP S/4HANA,0,True,"499,000"
383250,Introduction to Security Awareness Campaigns,Michael,4.525225,Intermediate Level,https://www.udemy.com/course/introduction-to-security-awareness-campaigns/,3.5 total hours,Choose the right security policy to begin with (if starting out); Communicate the components and why you have them on the security policy; Use Awareness to lower risk of social engineering attacks,0,True,"339,000"
1676310,Tableau Data Analyst/Specialist Desktop Certification Prep,Phillip; I Do Data,4.568306,Beginner Level,https://www.udemy.com/course/tableau-2018-tableau-10-qualified-associate-certification/,15.5 total hours,"Download for free and install and run the full version of Tableau Public, the BI and analysis software.; Be able to create analyses, such as line charts, stacked bar charts, or geographic analyses using maps.; You will also be able to show an overview using dashboards, and tell a story using storyboards.",70,True,"519,000"
