title,organization,skill_names,rating,level,type,duration,number_of_reviews,url,price
Meta Social Media Marketing,Meta," Marketing, Digital Marketing, Social Media, Advertising, Communication, Media Strategy & Planning, Marketing Management, Customer Analysis, Brand Management, Business Analysis, Marketing Design, Sales, Strategy and Operations, Data Analysis, General Statistics, Market Analysis, Probability & Statistics, Leadership and Management, Research and Design, Planning, Entrepreneurship",4.8,Beginner , Professional Certificate , 3 - 6 Months,18000,https://www.coursera.org/professional-certificates/meta-social-media-marketing,"559,000"
Meta React Native,Meta," React (web framework), Javascript, Mobile Development, Mobile Development Tools, Web Development, HTML and CSS, Front-End Web Development, Web Development Tools, Application Development, Computer Programming, User Experience, Web Design, Software Engineering Tools, SQL, Software Engineering, Agile Software Development, Collaboration, Data Management, Human Computer Interaction, Interactive Design, Linux, Product Design, Product Lifecycle, Project Management",4.7,Beginner , Specialization , 3 - 6 Months,7200,https://www.coursera.org/specializations/meta-react-native,"899,000"
Finance & Quantitative Modeling for Analysts,University of Pennsylvania," Finance, Business Analysis, Data Analysis, Financial Analysis, Accounting, Forecasting, Financial Management, General Accounting, General Statistics, Statistical Analysis, Financial Accounting, Mathematical Theory & Analysis, Accounts Payable and Receivable, Probability & Statistics, Basic Descriptive Statistics, Cost Accounting, Data Model, Mathematics, Regression, Estimation, Management Accounting, Statistical Tests, Budget Management, Microsoft Excel, Spreadsheet Software, Leadership and Management, Entrepreneurship, Computer Programming",4.5,Beginner , Specialization , 3 - 6 Months,16000,https://www.coursera.org/specializations/finance--quantitative-modeling-for-analysts,"1,290,000"
Technical Support Fundamentals,Google," Communication, Computer Architecture, Computer Networking, Customer Support, Networking Hardware",4.8,Beginner , Course , 1 - 3 Months,147000,https://www.coursera.org/courses/technical-support-fundamentals,"199,000"
Natural Language Processing,DeepLearning.AI," Natural Language Processing, Machine Learning, Python Programming, Statistical Programming, Artificial Neural Networks, Deep Learning, Probability & Statistics, Statistical Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Computer Programming, Human Learning, Linear Algebra",4.6,Intermediate , Specialization , 3 - 6 Months,5500,https://www.coursera.org/specializations/natural-language-processing,"569,000"
DeepLearning.AI TensorFlow Developer,DeepLearning.AI," Machine Learning, Tensorflow, Deep Learning, Machine Learning Algorithms, Artificial Neural Networks, Applied Machine Learning, Human Learning, Computer Programming, Python Programming, Machine Learning Software, Natural Language Processing, Computer Vision, Forecasting, Data Visualization, Statistical Machine Learning, Statistical Analysis",4.7,Intermediate , Professional Certificate , 3 - 6 Months,24000,https://www.coursera.org/professional-certificates/deeplearningai-tensorflow-developer,"419,000"
Introduction to Finance and Accounting,University of Pennsylvania," Accounting, Finance, Financial Accounting, General Accounting, Financial Analysis, Generally Accepted Accounting Principles (GAAP), Accounts Payable and Receivable, Cost Accounting, Account Management, Cash Management, Estimation, Decision Making, Investment Management, Taxes, Budget Management, Management Accounting, Problem Solving, Business Analysis, Mathematical Theory & Analysis, Mathematics, Entrepreneurship",4.6,Beginner , Specialization , 3 - 6 Months,13000,https://www.coursera.org/specializations/introduction-to-finance-and-accounting,"539,000"
IT Fundamentals for Cybersecurity,IBM," Cryptography, Network Security, Linux, Networking Hardware, Security Software, System Software, Cloud Computing, Cyberattacks, Databases, Leadership and Management, Operating Systems, SQL, System Security",4.6,Beginner , Specialization , 3 - 6 Months,20000,https://www.coursera.org/specializations/it-fundamentals-for-cybersecurity,"1,360,000"
Foundations of Digital Marketing and E-commerce,Google," Digital Marketing, Marketing, E-Commerce, Strategy, Data Analysis, Social Media",4.8,Beginner , Course , 1 - 4 Weeks,16000,https://www.coursera.org/courses/foundations-of-digital-marketing-and-ecommerce,"1,700,000"
Machine Learning Engineering for Production (MLOps),DeepLearning.AI," Machine Learning, Applied Machine Learning, Tensorflow, Python Programming, Statistical Programming, DevOps, Devops Tools, Exploratory Data Analysis, Feature Engineering, Machine Learning Software, Probability & Statistics, Cloud Computing, Deep Learning, Google Cloud Platform, Performance Management, Strategy and Operations, Kubernetes, Leadership and Management",4.7,Advanced , Specialization , 3 - 6 Months,3400,https://www.coursera.org/specializations/machine-learning-engineering-for-production-mlops,"539,000"
Meta Back-End Developer,Meta," Python Programming, Databases, HTML and CSS, SQL, Database Design, Programming Principles, Algorithms, Computer Science, Big Data, React (web framework), Software Testing, Web Development, Application Development, Back-End Web Development, Cloud API, Cloud Computing, Cloud Infrastructure, Collaboration, Communication, Computer Programming, Data Model, Data Structures, Data Warehousing, Database Administration, Database Application, Database Theory, DevOps, Django (Web Framework), Front-End Web Development, Full-Stack Web Development, Javascript, Kubernetes, Linux, Problem Solving, Semantic Web, Software Engineering, Software Engineering Tools, Statistical Programming, Tensorflow, Web Design, Web Development Tools",4.7,Beginner , Professional Certificate , 3 - 6 Months,6500,https://www.coursera.org/professional-certificates/meta-backend-developer,"1,690,000"
Intuit Academy Bookkeeping,Intuit," Accounting, General Accounting, Financial Accounting, Business Analysis, Data Analysis, Financial Analysis, Cash Management, Finance, Financial Management, Accounts Payable and Receivable, Cost Accounting, Inventory Management, Accounting Software, Taxes",4.6,Beginner , Professional Certificate , 3 - 6 Months,5000,https://www.coursera.org/professional-certificates/intuit-academy-bookkeeping,"1,350,000"
Meta iOS Developer,Meta," Mobile Development, Swift Programming, iOS Development, Computer Programming, Mobile Development Tools, React (web framework), Application Development, Software Engineering, Data Structures, User Experience, User Experience Design, Web Development, Computer Programming Tools, Software Engineering Tools, Front-End Web Development, Algorithms, Computer Science, Interactive Design, Javascript, Collaboration, Communication, Data Management, Django (Web Framework), Human Computer Interaction, Linux, Problem Solving, Product Design, Software Architecture, Web Design",4.7,Beginner , Professional Certificate , 3 - 6 Months,5300,https://www.coursera.org/professional-certificates/meta-ios-developer,"1,560,000"
Meta Android Developer,Meta," Mobile Development, Computer Programming, React (web framework), Mobile Development Tools, Application Development, Software Engineering, Android Development, Other Programming Languages, Web Development, User Experience, Algorithms, Computer Science, Front-End Web Development, Javascript, Programming Principles, Cloud API, Collaboration, Communication, Data Management, Data Structures, Databases, Human Computer Interaction, Interactive Design, Linux, Problem Solving, Product Design, Software Architecture, Software Engineering Tools, Swift Programming, Web Design",4.6,Beginner , Professional Certificate , 3 - 6 Months,5600,https://www.coursera.org/professional-certificates/meta-android-developer,"1,040,000"
Prompt Engineering for ChatGPT,Vanderbilt University," Creativity, Problem Solving, Writing",4.8,Beginner , Course , 1 - 3 Months,2000,https://www.coursera.org/courses/prompt-engineering-for-chatgpt,"519,000"
Play It Safe: Manage Security Risks,Google," Audit, Leadership and Management, Risk Management",4.8,Beginner , Course , 1 - 4 Weeks,4300,https://www.coursera.org/courses/play-it-safe-manage-security-risks,"1,300,000"
AI For Business,University of Pennsylvania," Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Data Analysis, Algorithms, Human Learning, Leadership and Management, Business Analysis, Decision Making, Human Resources, People Management, People Analysis, Artificial Neural Networks, Deep Learning, Business Transformation, Customer Analysis, Finance, Financial Accounting, Marketing, Probability & Statistics, Regulations and Compliance, Statistical Machine Learning, Strategy, User Experience, Big Data",4.7,Beginner , Specialization , 3 - 6 Months,456,https://www.coursera.org/specializations/ai-for-business,"1,400,000"
Business and Financial Modeling,University of Pennsylvania," Business Analysis, Data Analysis, Finance, General Statistics, Probability & Statistics, Financial Analysis, Statistical Analysis, Forecasting, Mathematics, Spreadsheet Software, Statistical Tests, Basic Descriptive Statistics, Data Model, Mathematical Theory & Analysis, Risk Management, Correlation And Dependence, Probability Distribution, Decision Making, Investment Management, Accounting, Leadership and Management, Regression, Financial Accounting, Microsoft Excel, Performance Management, Cash Management, General Accounting, Computer Programming",4.5,Beginner , Specialization , 3 - 6 Months,11000,https://www.coursera.org/specializations/business-and-financial-modeling,"819,000"
Foundations of User Experience (UX) Design,Google," User Experience, User Experience Design, User Research, Product Development",4.8,Beginner , Course , 1 - 4 Weeks,61000,https://www.coursera.org/courses/foundations-of-user-experience-ux-design,"519,000"
Google Business Intelligence,Google," Business Intelligence, Data Analysis, Data Management, Data Model, Data Visualization, Extract, Transform, Load, Leadership and Management, Tableau Software",4.7,Advanced , Professional Certificate , 3 - 6 Months,1100,https://www.coursera.org/professional-certificates/google-business-intelligence,"1,960,000"
Meta Database Engineer,Meta," SQL, Databases, Statistical Programming, Python Programming, Database Design, Programming Principles, Algorithms, Computer Science, Big Data, Software Testing, Application Development, Collaboration, Communication, Computer Programming, Data Analysis, Data Management, Data Model, Data Structures, Data Warehousing, Database Administration, Database Application, Database Theory, Django (Web Framework), Javascript, Linux, Problem Solving, Project Management, Software Engineering, Software Engineering Tools, Tableau Software, Tensorflow, Web Development",4.6,Beginner , Professional Certificate , 3 - 6 Months,4800,https://www.coursera.org/professional-certificates/meta-database-engineer,"1,640,000"
